                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.5451,                 4.3622,                 1.6576,                 2.4444,                 6.1021,                 1.3697,                0.00278,                0.19853,                0.03555,                0.00868,                 2.2716,                  9.077,                 1.0794,                 2.0582,                 14.393,                0.93078,             0.00036406,             0.00036406,             0.00036406
